ID,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
19,0.0362789370812383,0.2971467093565634,0.0499806915097758,0.4599538886838863,0.4806532600486929,0.0386669802251852,0.1860293211342737,0.0203775107453925,0.0076183808027749,0.0084825442544567,0.2284859932603665,0.5167323407661234,0.1481346966117062
20,0.0264214083255642,0.0523182288087964,0.0288732931287847,0.1984406620183298,0.2104295123963123,0.1849825411450872,0.1090110568033283,0.0474934221857862,0.0225705998286471,0.0174588036056893,0.2344611194045881,0.2653389366971742,0.2291464557580557
21,0.0062996089827042,0.0189373584943651,0.044311983910378,0.2265245592140863,0.0896641359677044,0.0478241818878594,0.0929218657678662,0.3125033343488084,0.0960081961615983,0.098925640988789,0.1422069410298007,0.039832043250738,0.0169975974364579
22,0.0067461336401952,0.0155112620049449,0.0203993307580128,0.1787671431818316,0.2323338964078896,0.0657544464039127,0.0840340394301252,0.0313205207762237,0.0566148493612459,0.0892703259797113,0.0796435725921781,0.067724129992951,0.0930406063504424
23,0.0268726085668508,0.0423760979828485,0.1790427901353575,1.5295713233215074,0.1671526651143534,0.2418028973775797,0.0701096800479804,0.0468441149431089,0.0261837475968391,0.0691493998381659,0.1917498244999677,0.1080982998612517,0.1355485917244014
24,0.0075777900992083,0.1125496828316654,0.0203993307580128,0.1646521523514101,0.5594744392146634,0.0312425601683351,0.033182116776888,0.1312313871996723,0.0454611215877562,0.065402934796599,0.086259362167513,0.1139971159284532,0.1597666045651213
25,0.0256702831940633,0.1367411667051028,0.0363540028841122,0.2266746125103245,1.830279468835196,0.0932153060517301,0.1979130159656138,0.1453310291615697,0.1363099140193995,0.0760486556497794,0.5147868413748454,0.4074656839077425,0.2396744704689272
26,0.0287148052258776,0.4039932595941691,0.8145245452099368,5.271539272173614,0.164522117552205,0.0281465697340316,0.0382995056992599,0.0339165957995977,0.007960386099036,0.0112241479231503,0.0886879319429879,0.0577419349940674,1.009117538354659
27,0.0045769890856949,0.0118251678867791,0.1962163566998094,2.188233642272026,0.026546106640107,0.0669200676789621,0.0111348313052162,0.04409311159011,0.0177647409268288,0.0028193391902244,0.0583756356179235,0.0433767425349861,0.015916595491618
28,0.0150878806661471,0.017015343480959,0.0217109463331177,0.2281539946713755,0.0469197496813461,0.0178331896464222,0.02455045912794,0.0213484541492132,0.0316707590732008,0.0154896043380065,0.0911016166344068,0.0281811471143219,0.2411316489975807
29,0.0191099623727272,0.0586107667367441,0.0306593967755213,0.5776575514034639,0.0467535357119953,0.0312155067318379,0.0304972524594718,0.0324738142236307,0.0258464060657175,0.0241269441825381,0.0765534212084474,0.0394808784406114,0.2955829940271006
30,0.0044980720257858,0.0563588621952631,0.0367586960121877,0.4482524321799437,0.3422961159694563,0.0932753245002239,0.1224199090806082,0.0335027815737356,0.0648294108336599,0.1252927139114189,0.1096737449977097,0.1155684264306392,0.0386873468174972
31,0.0277068317056323,0.0832224564436883,0.0293152038277946,0.2912014230539361,1.2305063368839722,0.0665705725123878,0.0853552881293667,0.0381020428786426,0.0782114492262522,0.0244758543714263,0.1728535788626884,0.1810982399840786,0.6233992347930699
32,0.0132146910829537,0.2475834487922084,0.0534775176704749,0.8495727024426023,0.1416696496625985,0.0238185742642379,0.0319263326295272,0.0085382259465812,0.0154481567783264,0.0269014931293983,0.1200340545735541,0.0744294390390341,1.0398671301860678
33,0.005792849063187,0.0249641575282267,0.0234063846212699,0.3050164597959528,0.2718572913681595,0.0587305697122936,0.0714915842894784,0.0739178817117268,0.0534384501929494,0.0368077122884996,0.1736238545097165,0.1144822326898638,0.0312200317508914
34,0.0133555134734028,0.0256310008480041,0.2800183850843347,6.705404616325469,0.0241029895505374,0.0221522149227674,0.0135571012564555,0.0590925646672383,0.0132425788228616,0.0094303785421363,0.0896221551790602,0.0273036533256008,0.0179466890055128
35,0.0054027009354517,0.0476128586814566,0.5413758647257816,0.8907388876111517,0.1815678442025995,0.0185554345376438,0.0592934567634161,0.06617177507356,0.0401423198049783,0.0159533187123738,0.0636211545467829,0.0304632878180773,0.0197887330665626
36,0.008289095170699,0.0275066883840891,0.2852803757917024,2.1017139720649727,0.0340193943947991,0.0189653298589981,0.0279885228359576,0.0122543697334565,0.0097397567710473,-0.0020765574324774,0.0485392548250472,0.0350033413490228,0.1899490303127468
37,0.0050157866307249,0.0192259449758394,0.0448499391125403,0.2770864322235147,0.0699807323789894,0.0275026478344223,0.0612494253568088,0.0351360353295843,0.048993648154898,0.0257830171398875,0.0787290131390562,0.0263152183545235,0.0645406644558907
38,0.0275761023798854,0.0175989948983597,0.0567902682153396,0.2377262375236759,0.25506209264402,0.0355415968902669,0.0298670101023249,0.3742431950035212,0.0572552459648036,0.0240497988250405,0.1973400834737929,0.0518674139095883,0.0174497284694016
39,0.0052014532010848,0.0184872068565864,0.1156875576046183,0.8839664984413693,0.0791336344218319,0.0938188535897787,0.0453208659259048,0.0135328935381524,0.0077090475146874,0.0110225046406458,0.0705763229450183,0.0455617506161279,0.1362689705362218
40,0.1641414579471988,0.085591678602138,0.0345253025218732,0.288863438313202,0.2207003857911143,0.1250887069387097,0.0556397532476781,0.0647921895603419,0.015593337431234,0.0202495762803321,0.2356658442056157,0.2382544129871012,0.4189906960761082
41,0.0032882478553123,0.0126491367918033,0.4404585250224806,1.9825560698670608,0.0382611682534655,0.0193236211785695,0.0101098929648374,0.0386625027174757,0.0082272547783546,0.0137171672967004,0.0279060881109415,0.0204094248113169,0.0209733374591824
42,0.0178549282347152,0.0418291745517463,0.0375539596346095,0.4965897951194356,0.1385176275752922,0.0196908161747849,0.019323043072663,0.0424052884940918,0.0202119481232116,0.0064728338119697,0.0493526523166308,0.039419700704696,0.1655678354669735
43,0.0044740955344654,0.0451860442043808,0.0736885938015654,0.5021858149127374,0.0307878804987734,0.016688672942633,0.0154712743009527,0.0038786065852831,0.0102113282605173,0.0019636709039472,0.0479851749239258,0.0308196356275066,0.0209733374591824
44,0.0066458400505557,0.055817562162626,1.5485180052849352,9.627436017982037,0.0241029895505374,0.0399697748167234,0.0242385127434404,0.0279994612319707,0.0089684820754669,0.0176157230390443,0.0814140160343611,0.0526026727095659,0.015916595491618
45,0.0126523892105755,0.0190466084531335,0.4685390598527044,1.923753258903817,0.0357552524319356,0.0168296647030509,0.0134302170830865,0.0206848528833678,0.0076887632508046,0.0073784642876121,0.0407197543060845,0.0204094248113169,0.0775473734480702
46,0.0090569934899808,0.0431866006619357,0.0683648361221309,0.4717335828033546,0.0495648090900243,0.1890121988840981,0.0338150355441116,0.0543006708772923,0.0096568134517624,0.0054195906294648,0.1144988739385751,0.2065989347104396,0.0732896476926189
47,0.0038389063947083,0.0179587334059006,0.0237672621654234,0.2770864322235147,0.0586962686311192,0.0345723959695313,0.1252001198621742,0.0224433675145392,0.0549636589216575,0.0295876925863663,0.0860728322274751,0.0744966012355353,0.0331271850387939
48,0.0051148762858478,0.0152803824820848,0.0655711251231729,0.6499961483211527,0.0829550082953386,0.0182939345546181,0.022675269922192,0.0156587208104502,0.0165034041033109,0.0137373535520476,0.0451730335005065,0.0253329905901983,0.0862069891533256
49,0.0061593370727909,0.0242237699930383,0.0300407420066073,0.4065688279376636,0.0541131692980155,0.0206388525353539,0.0209589078134827,0.0526402208299823,0.0153968726349162,0.0121221374571875,0.0570223539068336,0.0476504132168547,0.1132683640113473
50,0.0233487295874287,0.0197451154598793,0.0234063846212699,0.1713377394632707,0.0340193943947991,0.0184373672096406,0.0161133338027953,0.0256720730259641,0.0116445248981804,0.0062142180144766,0.0865041217454943,0.0890415719407092,0.3599601398979221
51,0.0284399061276194,0.1379442258511672,0.0582070330195017,1.547525215792776,0.6275819933434644,0.0523570901373894,0.1437552181909355,0.108099694574509,0.0150435723821615,0.0097361218830798,0.148838518892009,0.0969805676652531,0.1707609905803483
52,0.0041743737237315,0.0123574150128816,1.0739067874885984,7.546435238692284,0.0241029895505374,0.0792285004036564,0.0166405357071285,0.0462402652547407,0.0089198792606808,0.0062726487314544,0.0445737740771817,0.0483777976699121,0.0708306389657455
53,0.0052738023904798,0.0122835926812668,0.0255634497073367,0.1646521523514101,0.0856848862413056,0.0663011743605018,0.2050924369454237,0.0599704804123738,0.2198005221825738,0.0560687577375977,0.0799742500373411,0.0502400373009213,0.015916595491618
54,0.0053624374779023,0.3142793434671303,0.2731129769156575,1.81029676845421,0.2614809331380269,0.0380214936163391,0.0499132790595554,0.0364636809768962,0.0168962553338829,0.0137527901053132,0.15132333182257,0.1359463845221971,0.578818474686742
55,0.0047668728210969,0.0432275177226229,0.0684651744007021,0.6969932966319183,0.0549522085011443,0.1492898370639303,0.0383997139273647,0.0833546308950294,0.0113978420681419,0.0330484628642653,0.1313746424263825,0.0590293260104436,0.0306551888003387
56,0.012646201560688,0.0533361767519791,0.7430242852344997,5.309974723859996,0.0241029895505374,0.0273375152997467,0.0227035504416649,0.0263397027652803,0.0076494648142002,-0.0029165681062723,0.0516834467887036,0.0281923817167471,0.1904703828855791
57,0.0039122539746362,0.0142181142072486,0.2259375403730552,1.872826527470098,0.0241029895505374,0.0224268096886369,0.0121993889683012,0.0218931758451812,0.0094863085373404,0.0091345488206176,0.0305074700260973,0.0337400269566051,0.015916595491618
58,0.0121688371138365,0.0577879967494637,0.1259381204647831,1.880925518359364,0.0909436319125046,0.038284439632276,0.0310185205147804,0.0461037630936804,0.0058522976810095,0.0040489803149124,0.0737882487280528,0.0693073750374087,0.0325073435320892
59,0.0261579824538562,0.5886161559682632,0.0400014166873767,0.1946842473850856,2.842461928346874,0.2036563907173111,0.1022415515239204,0.0947857582412576,0.1013726488103898,0.0668817915357501,0.6752181407334518,0.194954030623433,0.4937526233203617
60,0.0285732809788218,0.0422716574902706,0.0255634497073367,0.1725157856860468,0.2987918273820281,0.0816195570142334,0.0799430899045633,0.048496131455431,0.0592067618376645,0.0485199886656263,0.1333728465239999,0.2826402862049354,0.0452434912673571
61,0.026277703880783,0.2616755124590027,0.0238299310360923,0.2872336207808266,1.1768556989336314,0.0359452017297151,0.1673018446457804,0.0869666206056166,0.0597144361613359,0.0459491317631207,0.489053336697654,0.1363035036195133,0.5029168308771124
62,0.0104927865965468,0.086969660915126,0.0698887404207959,0.4808537004434774,0.0622799821676192,0.0478241818878594,0.0257122438837627,0.0471706127486614,0.0134854079637776,0.0191445462822016,0.0551661579044974,0.0253574198798224,0.7776763031812526
63,0.0185072812154662,0.0166636261928188,0.0333133824963476,0.1906737598044137,0.0438047576126149,0.016104178387264,0.0094756581878841,0.0487986051543712,0.0072191588019236,0.002236880277324,0.0339084453987395,0.0305161653598252,0.015916595491618
64,0.029819777795797,0.0557112406603819,0.0287846062485948,0.4038124553778479,0.1023118651018915,0.0517543829838139,0.027807689394112,0.0200901790718767,0.0090015638174705,0.0118015997616822,0.0935381388250987,0.0715567647496418,0.1419492107612687
65,0.0184328530366887,0.168715994131996,0.0645158433974608,0.5597340915271352,0.4305186802230122,0.0268620482243712,0.2480497478958655,0.0115470362815286,0.0401727728180745,0.0393475981943149,0.1101497565893821,0.0789201880618411,0.8025766768202094
66,0.0110886168176197,0.0275391881076912,0.1945369820089433,2.262724674904094,0.1691121777066467,0.0378499951917327,0.0144478316709951,0.2352406173451104,0.0067126329426869,0.0013298553580541,0.0835946141439506,0.0610768934204889,0.0169975974364579
67,0.0172934987894454,0.144543876551249,0.1641509990943483,0.7728658124258081,1.0209029095421822,0.0528951003298751,0.4638957625951748,0.0375646617296662,0.0437061125535151,0.0576037016310162,0.3600557431543364,0.1004918369947181,0.3556840532634315
68,0.0240235123780398,0.4124207400526912,0.8037454920625202,2.205680223546297,1.762561393028572,0.1022114821885914,0.0415079840117046,0.10905755809657,0.0440227023150114,0.0035452778346124,0.5613470874065768,0.2324354836021148,0.3177756238961965
69,0.0040000861044295,0.0107235209651817,0.028977360859502,0.2668848141481439,0.0340193943947991,0.0184829267478342,0.0127665375825104,-0.001385426316833,0.0140111187042535,0.0254899051640004,0.0315149671039051,0.029439762394998,0.0215789729496837
70,0.0084982010914022,0.0367556997261245,0.0773845271244533,0.8770350403071652,0.0595974006819045,0.0390178825883374,0.0197117222109314,0.0167640573955271,0.0435464054366789,0.00046312310888549976,0.0532307476948715,0.106763624266262,0.1152320163324848
71,0.0068908300190064,0.0229375924899768,0.061422336081963,0.3668594322086582,0.3451961779892184,0.0489433862868061,0.0602318140576331,0.1153171256084965,0.0456687036434928,0.0701355333428327,0.1339372129702695,0.1005855968617316,0.0231328591122665
72,0.0137305088380121,0.1179111007772162,0.0489844634351208,0.3168424506590972,1.4031873102285128,0.0603526393047794,0.1560731085977836,1.0422996862748857,0.0501220685868943,0.1001253956538991,0.3883549706713182,0.149447890238901,0.2006818400929124
73,0.0405824596029337,0.0166292108259922,0.0255634497073367,0.1705879032531092,0.0340193943947991,0.1155431026277945,0.02266067364545,0.0287544766088817,0.017437445834254,0.0023752439805018,0.0934425843285878,0.0558897813246067,0.5062100611627476
74,0.0047207737542753,0.0242193695229771,0.0502547147546317,0.8556797533680955,0.1666682625245624,0.2298093852592281,0.0341625360655685,0.043061812081566,0.0578546441115363,0.0318764719384438,0.0939508524013233,0.102688166582323,0.0203371423646249
75,0.0183328937557011,0.1789781353653934,0.035830558793608,1.686948992676408,0.0777528662829166,0.0204084737930095,0.0269169602892448,0.0409182856734729,0.0067126329426869,0.0023675255578674,0.0627852827417171,0.0253574198798224,0.84033209691701
76,0.0240391277586017,0.0483668526211813,0.0487626327588111,0.6191251074348847,0.0538172407204723,0.0223542596746263,0.0325408682823849,0.0278575770250953,0.0397092146754189,0.0215697938548802,0.0591936142861612,0.1281618056239158,0.2746519149165042
77,0.004395690732213,0.0142660320342811,0.05714465065765,0.3665494296153346,0.0392891870824126,0.0235203075399802,0.0333960526644746,0.0519398157687536,0.0998913112102641,0.0129240516169369,0.0649915881910799,0.0317155204468354,0.0559728481690772
78,0.0077985029665119,0.0440885395145569,0.2935838310434371,1.2893820753240297,0.026546106640107,0.0468664373716599,0.0121993889683012,0.0294686856765275,0.0438486991820141,0.016509863095102,0.0613099239978708,0.0276100877893104,0.0386161967122835
79,0.0169674735981747,0.0775524747622667,0.0255634497073367,0.1725157856860468,0.7206732786434981,0.0709801889557418,0.037751635855247,0.1472121529184073,0.119367234282869,0.0407078656205563,0.1560196999605266,0.2967830319323757,0.184093477984462
80,0.0073113899188005,0.0482687860420965,0.0899377746893912,0.5455066830770383,0.3402570858452048,0.0176774699944651,0.0980071165580825,0.0289335189251706,0.0407896845476685,0.0223097667438559,0.1163013411112131,0.0800681079929409,0.2941747388919257
81,0.0110388021493467,0.0330662823034045,0.0255634497073367,0.1544505342760394,0.2075404353845254,0.0487144539225262,0.02856801154704,0.0589819025959006,0.1036697525955574,0.017132042199258,0.1500541074317168,0.2305435081218666,0.6206398722657842
82,0.0057613395692219,0.0278052698921938,0.035983062923409,0.5597001243301938,0.4321911117367375,0.0461750488730793,0.0483519169996812,0.0147235444344464,0.0264584810842975,0.0038483150680688,0.1260267493996451,0.1351160066044604,0.6802403990674439
83,0.0054924945106226,0.0160546915794084,0.0290765162710919,0.532119132011504,0.0463296329498728,0.0381158092500989,0.0583959119925653,0.0250769270111176,0.0244331158150785,0.0492675207088637,0.0461407321087988,0.1618582132944202,0.098365380597571
84,0.0058295705966206,0.0262269290759986,0.0259788813339434,0.1975057817914793,0.2643504115839999,0.2672626548597471,0.1503814654774119,0.05844085363858,0.08912381385651,0.1132496443599348,0.2051723856918413,0.5585610436976486,0.0638272580050771
85,0.0038048565801777,0.0098995520601575,0.028977360859502,0.3394654464361528,0.0241029895505374,0.0221791798254124,0.018142318242471,-0.0026943200158284,0.0187224772211962,0.0171492721102476,0.0333804342187448,0.0385886144433816,0.0205337621970475
86,0.0265063055302793,0.0426617199554284,0.1597621395406201,0.9542943568819472,0.0424411082303589,0.0248147482494239,0.0122582897660409,0.0199610126960188,0.0094863085373404,0.0014932385057333,0.1003645337893629,0.0287356660922005,0.0225064704369661
87,0.0205232564293741,0.0232256867820224,0.0255634497073367,0.162314167610676,0.0533552929800674,0.0178855770214575,0.0149463092952005,0.0186951426157196,0.0174443092668994,0.0266055950411978,0.0438327847493581,0.0288531678309146,0.2311390888586548
88,0.0036754946631167,0.01493126458801,0.4367468200137261,4.248478709153206,0.0750127471646731,0.0192403186816371,0.0295287205503059,0.0010883948228512,0.0095083968312579,0.0014482559727801,0.0649325167730437,0.1609634702256362,0.015916595491618
89,0.0147526445590988,0.0460228600058299,0.0255634497073367,0.240884096260489,0.4830667131754848,0.0282593733432584,0.0889694914752995,0.0926819748644417,0.0279920656480285,0.0269592557272233,0.1179951053624989,0.1833675450946093,0.0946322366013565
90,0.0066626676224818,0.0283714721516999,0.0331545906294956,0.3888945243240604,0.0417861637788331,0.0392064871799228,0.0225328520886337,0.0194660571830598,0.0120056247519428,0.0114468868927217,0.0371093668615883,0.0775964012793911,0.0331271850387939
91,0.00386054653784,0.022695892323024,0.0259788813339434,0.2156204291538606,0.0417861637788331,0.1271624883380134,0.0332501109791424,0.0694705845444574,0.0324454812084482,0.0279211596386709,0.0882493179067039,0.3326892643747333,0.0868260888033919
92,0.0183088219445612,0.0151985670453696,0.0242518341322317,0.2035360498273084,0.1008414469206212,0.0856895441198283,0.0817907854310847,0.030805562800312,0.0703148683910299,0.0629189975817215,0.084528767226149,0.0898839709191297,0.1259161561844312
93,0.0155984698284787,0.0192406754721714,0.1801323881802852,1.3828500400565835,0.026546106640107,0.023847456585441,0.0090443145076365,0.0270328133252129,0.0087564419277228,-0.0016621326215198,0.0359808306199936,0.0230714376596215,0.0216147641418875
94,0.0212100148627773,0.0679458482699529,0.0293152038277946,0.2196609861136684,0.4825467206246497,0.0324972560925523,0.0557004624155611,0.0175593500524296,0.0462658386399894,0.0679395591150455,0.1162544272280882,0.176552819008305,0.8545587065833762
95,0.0127452016233068,0.3450700653437862,0.0282667674394212,0.6825699155603806,0.1496065467754118,0.0328744279691598,0.0259817085811023,0.0349415322586175,0.0133255514642556,0.0014977058312042,0.2286097814028124,0.0907170903594879,1.0587791737249437
96,0.0091292607832433,0.026737498796062,0.0234063846212699,0.1544505342760394,0.2361648782634614,0.0379222003617322,0.097741293275621,0.0858578678106489,0.1329889313751451,0.0637399265230333,0.1736238545097165,0.0781389352125761,0.0365388061269559
97,0.0058873136103333,0.0344314201137576,0.044929724586185,0.5262325756636719,0.1071391472023418,0.3191353999432756,0.0196073547244027,0.0250382767393932,0.0183059653113346,0.0624107084276478,0.0973076731577037,0.0902540361496567,0.0544075969315973
98,0.0043185079993467,0.1248167290904503,6.981696221400656,42.48754064043598,0.0241029895505374,0.1420856035807226,0.0170885764877398,0.1934927835030725,0.0108531403506972,0.0105786520373598,0.1639217014423791,0.0375412908254138,0.0223364816862531
99,0.0091957273934217,0.0583202082779435,0.0599785558800101,0.2271432274871776,0.4959730023065088,0.051042854242565,0.2619695281477193,0.0606766652628915,0.1535330406254402,0.1213194182272245,0.1898579575565434,0.1967475164931448,0.0276671217522025
100,0.0075267021238009,0.0264058910033027,0.1037052007953058,1.6707814234693803,0.0504310327478191,0.0311907121218389,0.0208248083712619,0.1661227405206382,0.0079561930374225,0.0030928751215527,0.0635137695460087,0.0219589393166307,0.015916595491618
101,0.0393494385358967,0.0879203573985405,0.4816086452404158,3.592085638447971,0.7320928412809548,0.0720140779222454,0.2997712621421756,0.2057167439672262,0.0205527139091614,0.0955482332009466,0.3341414771518628,0.1775019602066668,2.339081011626732
102,0.0122909867740649,0.0447357611773595,0.0255634497073367,0.3629427420825968,0.0381234121550545,0.0539903028644183,0.0233186143581492,0.060310092643269,0.037255486813116,0.0355396506911594,0.0929090901897523,0.0998544603501277,0.58409699311018
103,0.0245027619750321,0.0800245350618907,0.0370574948531463,0.3434466639452884,0.3310996025393063,0.0962211125179927,0.2056576320744939,0.0611786352383483,0.1108482101385348,0.0354863353943068,0.1679680432218645,0.246680603894004,0.268673154927129
104,0.0247124906274397,0.150121366801538,0.0329963922770581,0.5287765980617414,0.0880126562796971,0.0581505051605525,0.0294942602144233,0.0717985540304805,0.0184219554407505,0.0106997344532858,0.1770408712143051,0.1312200467293796,2.899711977344524
105,0.0258684696461163,0.1039366993426638,0.2654896601373218,3.009349869928629,0.0565057117155259,0.0265975383814073,0.0231374359340493,0.041655768576664,0.0076494648142002,0.0173675750088904,0.0779612625617317,0.048064455673978,1.5685593254981005
106,0.0185510259981815,0.0952726216855053,0.0276743196220956,0.6256825575989942,0.092797188520289,0.0265975383814073,0.0304668870725522,0.0315051415547264,0.0137927788868878,0.0036040857528778,0.0715994940235048,0.0330949093261215,2.9590336178386143
107,0.0121793029313043,0.0210561933708204,0.0630974107109829,0.5427668205381642,0.0533374083124539,0.0193236211785695,0.0255682787741621,0.01732845857227,0.0116175438574614,0.0027595408596906,0.0479303693971103,0.0264633565896138,0.350831336481534
108,0.0065368876411643,0.0261517436082768,0.0465453774006925,0.6552561709110896,0.0430403221061891,0.0229785307697746,0.0161615020855693,0.017499252437705,0.0082272547783546,0.0212920056884403,0.0332285236906698,0.0218414375779166,0.0209733374591824
109,0.0035895330319594,0.0135856461783232,0.051151497601753,0.2943644757767478,0.2600809317909619,0.0208331535491886,0.0248214242659828,0.0940568914624876,0.2156509420537773,0.0192205059905549,0.0570125058399951,0.097407604698913,0.0184522199212015
110,0.0256341788227023,0.0569814188856226,0.0916329396925754,1.0329755434219996,0.0247034690937465,0.4301454685488132,0.0158075774146796,0.0596668055918928,0.0387617264327459,0.0098957324229279,0.4354782939460363,0.1420694158371252,0.0782131522806967
111,0.0058147738263191,0.0200405572467543,0.0303409165856316,0.3963887187571535,0.4227941357776029,0.1914693926815523,0.1017906261483035,0.055911531163284,0.0649648465255054,0.0355884142230719,0.1099113466031865,0.1809322711708437,0.0242138610571064
112,0.0051500734079358,0.0144270797681356,0.6421130181036312,6.033242537073166,0.040090097197189,0.0168218360054887,0.0151615274429873,0.0425752360684811,0.0076494648142002,0.0004457290598026769,0.0357132101887344,0.0273036533256008,0.015916595491618
113,0.0193122881891444,0.1280914699527029,1.63286675846692,9.832557122587533,0.7001098670007008,0.0858917693195288,0.6025564949117411,0.0977028659762507,0.0583280834048096,0.022614801532308,0.2154952544721907,0.1596078275836253,0.3278474939230737
114,0.0275599127350464,0.0639416567209237,0.084046194380138,0.7126506600913862,0.0514438785275882,0.0276196925356778,0.0167331351925982,0.0157879826152252,0.0072303218671336,0.0133445612531315,0.0500046175545519,0.0312736155685916,0.7673180942016562
115,0.0030320891527712,0.0221223051557144,0.3466025054142698,5.275013626917572,0.0340193943947991,0.050438570173879,0.01119271130884,0.0208807766668309,0.0092731866657018,0.0173413470308008,0.0457205587988226,0.0491526166372414,0.015916595491618
116,0.0062924476405218,0.0289149017261634,0.1333374128946922,1.6699534271762977,0.1729144636437734,0.0208734435733056,0.0248675122806248,0.2090700010277382,0.008390751424919,-0.0016779797870938,0.1814881968655043,0.0254849014093115,0.015916595491618
117,0.0061200890085505,0.063878154927731,1.1776918643948044,9.882260457511366,0.1365382293297255,0.0310936922442813,0.0455675416218669,0.0994387032087126,0.0160582024086366,0.0163117258788586,0.1026587886651412,0.0637349806713819,0.2490558701916971
